<s>17 + 31 = 48<e>
<s>56 - 21 = 35<e>
<s>8 + 20 = 28<e>
<s>8 + 25 = 33<e>
<s>5 + 19 = 24<e>
<s>62 - 38 = 24<e>
<s>34 + 27 = 61<e>
<s>4 + 70 = 74<e>
<s>30 + 53 = 83<e>
<s>16 + 80 = 96<e>
<s>82 - 17 = 65<e>
<s>59 - 15 = 44<e>
<s>39 - 0 = 39<e>
<s>16 - 15 = 1<e>
<s>28 - 1 = 27<e>
<s>83 - 9 = 74<e>
<s>50 - 46 = 4<e>
<s>94 - 22 = 72<e>
<s>13 - 6 = 7<e>
<s>7 + 4 = 11<e>
<s>2 - 2 = 0<e>
<s>42 - 15 = 27<e>
<s>71 - 34 = 37<e>
<s>39 + 56 = 95<e>
<s>55 - 0 = 55<e>
<s>89 - 5 = 84<e>
<s>2 - 2 = 0<e>
<s>8 + 1 = 9<e>
<s>12 + 20 = 32<e>
<s>72 - 58 = 14<e>
<s>39 + 12 = 51<e>
<s>5 + 40 = 45<e>
<s>19 + 3 = 22<e>
<s>17 - 2 = 15<e>
<s>39 - 35 = 4<e>
<s>8 - 8 = 0<e>
<s>95 - 94 = 1<e>
<s>73 - 19 = 54<e>
<s>3 + 23 = 26<e>
<s>4 + 33 = 37<e>
<s>13 - 13 = 0<e>
<s>74 + 6 = 80<e>
<s>36 + 44 = 80<e>
<s>7 + 28 = 35<e>
<s>28 - 28 = 0<e>
<s>1 + 7 = 8<e>
<s>17 - 7 = 10<e>
<s>73 - 13 = 60<e>
<s>0 + 16 = 16<e>
<s>45 - 29 = 16<e>
<s>4 - 0 = 4<e>
<s>7 + 41 = 48<e>
<s>80 - 43 = 37<e>
<s>79 + 7 = 86<e>
<s>39 - 31 = 8<e>
<s>0 - 0 = 0<e>
<s>45 - 10 = 35<e>
<s>6 + 13 = 19<e>
<s>29 - 16 = 13<e>
<s>1 + 23 = 24<e>
<s>7 - 0 = 7<e>
<s>7 - 1 = 6<e>
<s>21 + 6 = 27<e>
<s>13 - 2 = 11<e>
<s>3 + 0 = 3<e>
<s>70 - 54 = 16<e>
<s>0 + 6 = 6<e>
<s>34 + 15 = 49<e>
<s>13 + 35 = 48<e>
<s>7 + 35 = 42<e>
<s>60 + 14 = 74<e>
<s>52 - 30 = 22<e>
<s>32 - 18 = 14<e>
<s>25 - 25 = 0<e>
<s>7 + 21 = 28<e>
<s>74 - 9 = 65<e>
<s>33 + 1 = 34<e>
<s>8 + 3 = 11<e>
<s>38 + 29 = 67<e>
<s>57 - 36 = 21<e>
<s>9 + 48 = 57<e>
<s>72 - 6 = 66<e>
<s>8 - 1 = 7<e>
<s>25 + 40 = 65<e>
<s>66 + 28 = 94<e>
<s>28 - 23 = 5<e>
<s>41 + 0 = 41<e>
<s>29 - 25 = 4<e>
<s>12 + 5 = 17<e>
<s>1 + 0 = 1<e>
<s>20 + 36 = 56<e>
<s>11 + 14 = 25<e>
<s>78 + 0 = 78<e>
<s>10 - 6 = 4<e>
<s>0 + 0 = 0<e>
<s>79 - 45 = 34<e>
<s>21 + 2 = 23<e>
<s>32 + 22 = 54<e>
<s>64 - 20 = 44<e>
<s>11 - 10 = 1<e>
<s>40 - 19 = 21<e>
<s>41 + 5 = 46<e>
<s>52 - 18 = 34<e>
<s>33 + 44 = 77<e>
<s>40 - 1 = 39<e>
<s>39 + 14 = 53<e>
<s>51 - 13 = 38<e>
<s>21 - 5 = 16<e>
<s>7 + 46 = 53<e>
<s>66 - 33 = 33<e>
<s>30 - 25 = 5<e>
<s>73 - 69 = 4<e>
<s>1 + 15 = 16<e>
<s>23 - 17 = 6<e>
<s>18 + 10 = 28<e>
<s>2 + 87 = 89<e>
<s>36 - 35 = 1<e>
<s>7 + 13 = 20<e>
<s>19 - 2 = 17<e>
<s>96 - 38 = 58<e>
<s>10 + 26 = 36<e>
<s>44 + 38 = 82<e>
<s>42 - 17 = 25<e>
<s>7 + 16 = 23<e>
<s>63 - 29 = 34<e>
<s>34 + 24 = 58<e>
<s>66 + 2 = 68<e>
<s>10 - 9 = 1<e>
<s>54 - 41 = 13<e>
<s>10 + 4 = 14<e>
<s>62 - 13 = 49<e>
<s>43 + 15 = 58<e>
<s>68 - 50 = 18<e>
<s>54 + 23 = 77<e>
<s>28 + 49 = 77<e>
<s>51 - 30 = 21<e>
<s>39 + 57 = 96<e>
<s>77 - 74 = 3<e>
<s>59 + 17 = 76<e>
<s>87 - 82 = 5<e>
<s>70 - 30 = 40<e>
<s>0 + 0 = 97<e>
<s>4 - 4 = 0<e>
<s>44 - 22 = 22<e>
<s>43 + 53 = 96<e>
<s>0 + 0 = 0<e>
<s>45 - 44 = 1<e>
<s>6 + 8 = 14<e>
<s>27 + 32 = 59<e>
<s>81 - 65 = 16<e>
<s>1 + 0 = 1<e>
<s>19 + 18 = 37<e>
<s>63 + 33 = 96<e>
<s>68 - 52 = 16<e>
<s>79 - 62 = 17<e>
<s>40 + 3 = 43<e>
<s>19 + 33 = 52<e>
<s>11 + 17 = 28<e>
<s>47 - 38 = 9<e>
<s>5 + 10 = 15<e>
<s>63 - 6 = 57<e>
<s>23 + 26 = 49<e>
<s>38 + 26 = 64<e>
<s>1 - 1 = 0<e>
<s>34 - 17 = 17<e>
<s>14 + 22 = 36<e>
<s>47 - 20 = 27<e>
<s>17 + 8 = 25<e>
<s>10 - 5 = 5<e>
<s>61 - 10 = 51<e>
<s>8 + 5 = 13<e>
<s>3 + 1 = 4<e>
<s>31 - 25 = 6<e>
<s>2 + 11 = 13<e>
<s>37 - 3 = 34<e>
<s>59 - 55 = 4<e>
<s>95 - 30 = 65<e>
<s>81 - 73 = 8<e>
<s>33 + 3 = 36<e>
<s>72 - 67 = 5<e>
<s>36 - 25 = 11<e>
<s>1 - 0 = 1<e>
<s>16 + 17 = 33<e>
<s>23 + 7 = 30<e>
<s>4 + 6 = 10<e>
<s>76 - 68 = 8<e>
<s>48 - 36 = 12<e>
<s>23 - 2 = 21<e>
<s>88 - 87 = 1<e>
<s>87 - 86 = 1<e>
<s>41 + 1 = 42<e>
<s>7 - 5 = 2<e>
<s>63 - 41 = 22<e>
<s>55 - 35 = 20<e>
<s>8 - 0 = 8<e>
<s>59 + 11 = 70<e>
<s>21 - 11 = 10<e>
<s>16 - 5 = 11<e>
<s>31 - 27 = 4<e>
<s>33 + 9 = 42<e>
<s>49 - 43 = 6<e>
<s>88 - 38 = 50<e>
<s>53 - 47 = 6<e>
<s>2 + 46 = 48<e>
<s>0 + 24 = 24<e>
<s>22 - 1 = 21<e>
<s>40 + 42 = 82<e>
<s>44 - 0 = 44<e>
<s>23 - 4 = 19<e>
<s>14 + 0 = 14<e>
<s>30 + 35 = 65<e>
<s>26 - 16 = 10<e>
<s>45 - 42 = 3<e>
<s>71 - 68 = 3<e>
<s>29 + 22 = 51<e>
<s>7 - 5 = 2<e>
<s>54 - 43 = 11<e>
<s>94 - 55 = 39<e>
<s>2 + 31 = 33<e>
<s>64 + 10 = 74<e>
<s>2 + 7 = 9<e>
<s>4 - 3 = 1<e>
<s>7 - 3 = 4<e>
<s>60 - 23 = 37<e>
<s>65 - 17 = 48<e>
<s>34 - 12 = 22<e>
<s>41 + 10 = 51<e>
<s>18 + 3 = 21<e>
<s>8 + 1 = 9<e>
<s>32 - 23 = 9<e>
<s>6 + 3 = 9<e>
<s>24 + 19 = 43<e>
<s>0 + 36 = 36<e>
<s>14 + 64 = 78<e>
<s>61 + 2 = 63<e>
<s>25 - 19 = 6<e>
<s>43 - 4 = 39<e>
<s>46 + 3 = 49<e>
<s>3 - 2 = 1<e>
<s>67 + 12 = 79<e>
<s>12 - 0 = 12<e>
<s>13 + 19 = 32<e>
<s>7 - 0 = 7<e>
<s>27 - 4 = 23<e>
<s>50 + 39 = 89<e>
<s>70 - 23 = 47<e>
<s>25 + 7 = 32<e>
<s>64 + 16 = 80<e>
<s>21 + 67 = 88<e>
<s>3 + 1 = 4<e>
<s>6 - 4 = 2<e>
<s>7 + 61 = 68<e>
<s>91 - 87 = 4<e>
<s>82 + 7 = 89<e>
<s>16 + 22 = 38<e>
<s>0 + 0 = 97<e>
<s>13 - 7 = 6<e>
<s>83 - 58 = 25<e>
<s>0 + 8 = 8<e>
<s>29 + 32 = 61<e>
<s>20 + 18 = 38<e>
<s>17 + 3 = 20<e>
<s>24 + 55 = 79<e>
<s>38 + 9 = 47<e>
<s>79 + 13 = 92<e>
<s>88 - 78 = 10<e>
<s>9 + 63 = 72<e>
<s>97 - 90 = 7<e>
<s>13 + 23 = 36<e>
<s>17 - 2 = 15<e>
<s>97 - 11 = 86<e>
<s>13 - 7 = 6<e>
<s>5 + 18 = 23<e>
<s>4 + 22 = 26<e>
<s>34 - 18 = 16<e>
<s>87 - 16 = 71<e>
<s>0 + 2 = 2<e>
<s>13 + 24 = 37<e>
<s>17 + 44 = 61<e>
<s>36 + 2 = 38<e>
<s>1 + 46 = 47<e>
<s>81 + 6 = 87<e>
<s>74 + 13 = 87<e>
<s>56 + 18 = 74<e>
<s>39 - 15 = 24<e>
<s>37 - 31 = 6<e>
<s>57 + 22 = 79<e>
<s>12 + 62 = 74<e>
<s>51 + 3 = 54<e>
<s>43 + 7 = 50<e>
<s>10 + 21 = 31<e>
<s>74 - 2 = 72<e>
<s>69 - 45 = 24<e>
<s>63 + 6 = 69<e>
<s>15 + 34 = 49<e>
<s>83 + 13 = 96<e>
<s>38 - 3 = 35<e>
<s>52 + 21 = 73<e>
<s>20 - 7 = 13<e>
<s>3 + 33 = 36<e>
<s>63 - 53 = 10<e>
<s>59 - 5 = 54<e>
<s>48 + 48 = 96<e>
<s>45 - 4 = 41<e>
<s>84 - 15 = 69<e>
<s>39 + 29 = 68<e>
<s>26 - 20 = 6<e>
<s>15 + 19 = 34<e>
<s>25 + 5 = 30<e>
<s>96 - 18 = 78<e>
<s>37 + 1 = 38<e>
<s>51 - 0 = 51<e>
<s>75 - 43 = 32<e>
<s>94 - 5 = 89<e>
<s>12 - 10 = 2<e>
<s>54 - 49 = 5<e>
<s>62 - 10 = 52<e>
<s>0 + 1 = 1<e>
<s>77 - 59 = 18<e>
<s>59 - 4 = 55<e>
<s>45 - 30 = 15<e>
<s>12 + 51 = 63<e>
<s>28 + 2 = 30<e>
<s>80 - 63 = 17<e>
<s>1 + 8 = 9<e>
<s>31 - 22 = 9<e>
<s>4 + 52 = 56<e>
<s>28 - 17 = 11<e>
<s>62 + 30 = 92<e>
<s>16 + 61 = 77<e>
<s>49 - 36 = 13<e>
<s>1 + 84 = 85<e>
<s>79 - 25 = 54<e>
<s>10 + 6 = 16<e>
<s>16 - 15 = 1<e>
<s>19 + 64 = 83<e>
<s>8 - 3 = 5<e>
<s>7 + 6 = 13<e>
<s>90 - 39 = 51<e>
<s>9 + 16 = 25<e>
<s>39 + 49 = 88<e>
<s>6 + 6 = 12<e>
<s>55 + 26 = 81<e>
<s>24 - 8 = 16<e>
<s>28 - 10 = 18<e>
<s>49 + 27 = 76<e>
<s>0 + 0 = 97<e>
<s>43 + 38 = 81<e>
<s>74 - 43 = 31<e>
<s>50 + 0 = 50<e>
<s>86 - 56 = 30<e>
<s>4 + 20 = 24<e>
<s>9 + 7 = 16<e>
<s>1 + 0 = 1<e>
<s>13 + 18 = 31<e>
<s>43 + 27 = 70<e>
<s>40 - 13 = 27<e>
<s>38 + 55 = 93<e>
<s>24 - 17 = 7<e>
<s>21 + 18 = 39<e>
<s>63 - 43 = 20<e>
<s>20 + 76 = 96<e>
<s>35 - 25 = 10<e>
<s>63 - 52 = 11<e>
<s>0 - 0 = 0<e>
<s>10 - 0 = 10<e>
<s>38 - 30 = 8<e>
<s>0 - 0 = 0<e>
<s>7 + 18 = 25<e>
<s>39 + 11 = 50<e>
<s>46 - 29 = 17<e>
<s>5 - 4 = 1<e>
<s>21 + 54 = 75<e>
<s>1 + 32 = 33<e>
<s>2 + 1 = 3<e>
<s>79 - 26 = 53<e>
<s>56 + 19 = 75<e>
<s>3 - 0 = 3<e>
<s>14 + 3 = 17<e>
<s>64 - 21 = 43<e>
<s>46 + 30 = 76<e>
<s>31 - 30 = 1<e>
<s>76 - 30 = 46<e>
<s>0 + 1 = 1<e>
<s>22 - 22 = 0<e>
<s>30 + 37 = 67<e>
<s>49 + 13 = 62<e>
<s>47 + 0 = 47<e>
<s>47 - 45 = 2<e>
<s>83 - 45 = 38<e>
<s>2 + 15 = 17<e>
<s>43 - 31 = 12<e>
<s>5 + 73 = 78<e>
<s>83 - 16 = 67<e>
<s>6 + 35 = 41<e>
<s>11 + 1 = 12<e>
<s>64 + 7 = 71<e>
<s>11 + 1 = 12<e>
<s>19 - 13 = 6<e>
<s>61 + 19 = 80<e>
<s>60 - 6 = 54<e>
<s>5 - 4 = 1<e>
<s>18 + 1 = 19<e>
<s>97 - 95 = 2<e>
<s>60 + 13 = 73<e>
<s>85 - 24 = 61<e>
<s>48 - 25 = 23<e>
<s>88 + 1 = 89<e>
<s>28 - 12 = 16<e>
<s>36 + 39 = 75<e>
<s>0 + 0 = 97<e>
<s>51 + 29 = 80<e>
<s>63 - 56 = 7<e>
<s>18 - 0 = 18<e>
<s>78 - 30 = 48<e>
<s>34 - 31 = 3<e>
<s>16 - 10 = 6<e>
<s>3 + 0 = 3<e>
<s>4 - 4 = 0<e>
<s>1 + 16 = 17<e>
<s>95 - 62 = 33<e>
<s>68 - 35 = 33<e>
<s>30 - 28 = 2<e>
<s>60 - 10 = 50<e>
<s>67 + 5 = 72<e>
<s>39 - 23 = 16<e>
<s>39 - 26 = 13<e>
