<s>18 / 3 = 6<e>
<s>9 / 3 = 3<e>
<s>78 / 2 = 39<e>
<s>45 / 1 = 45<e>
<s>48 / 12 = 4<e>
<s>4 / 4 = 1<e>
<s>14 / 2 = 7<e>
<s>76 / 19 = 4<e>
<s>30 / 10 = 3<e>
<s>92 / 92 = 1<e>
<s>25 / 25 = 1<e>
<s>86 / 86 = 1<e>
<s>26 / 2 = 13<e>
<s>15 / 3 = 5<e>
<s>54 / 27 = 2<e>
<s>55 / 11 = 5<e>
<s>62 / 1 = 62<e>
<s>21 / 21 = 1<e>
<s>87 / 29 = 3<e>
<s>82 / 1 = 82<e>
<s>7 / 7 = 1<e>
<s>90 / 6 = 15<e>
<s>67 / 67 = 1<e>
<s>77 / 11 = 7<e>
<s>54 / 1 = 54<e>
<s>93 / 31 = 3<e>
<s>91 / 7 = 13<e>
<s>97 / 97 = 1<e>
<s>2 / 2 = 1<e>
<s>37 / 37 = 1<e>
<s>74 / 74 = 1<e>
<s>49 / 49 = 1<e>
<s>22 / 2 = 11<e>
<s>62 / 31 = 2<e>
<s>30 / 30 = 1<e>
<s>47 / 47 = 1<e>
<s>89 / 1 = 89<e>
<s>68 / 34 = 2<e>
<s>17 / 1 = 17<e>
<s>92 / 2 = 46<e>
<s>2 / 2 = 1<e>
<s>36 / 3 = 12<e>
<s>34 / 2 = 17<e>
<s>32 / 8 = 4<e>
<s>68 / 17 = 4<e>
<s>56 / 28 = 2<e>
<s>72 / 2 = 36<e>
<s>37 / 1 = 37<e>
<s>24 / 6 = 4<e>
<s>51 / 1 = 51<e>
<s>82 / 82 = 1<e>
<s>54 / 3 = 18<e>
<s>49 / 49 = 1<e>
<s>34 / 2 = 17<e>
<s>86 / 1 = 86<e>
<s>96 / 16 = 6<e>
<s>20 / 4 = 5<e>
<s>23 / 23 = 1<e>
<s>11 / 1 = 11<e>
<s>85 / 17 = 5<e>
<s>92 / 2 = 46<e>
<s>62 / 62 = 1<e>
<s>28 / 2 = 14<e>
<s>16 / 1 = 16<e>
<s>39 / 13 = 3<e>
<s>16 / 1 = 16<e>
<s>17 / 1 = 17<e>
<s>48 / 48 = 1<e>
<s>91 / 1 = 91<e>
