<s>92/76=88 mod 97<e>
<s>76/17=33 mod 97<e>
<s>53/8=43 mod 97<e>
<s>71/48=52 mod 97<e>
<s>4/83=69 mod 97<e>
<s>66/14=74 mod 97<e>
<s>78/4=68 mod 97<e>
<s>85/26=7 mod 97<e>
<s>61/90=19 mod 97<e>
<s>57/25=76 mod 97<e>
<s>33/19=63 mod 97<e>
<s>5/74=4 mod 97<e>
<s>14/65=42 mod 97<e>
<s>30/38=11 mod 97<e>
<s>0/52=0 mod 97<e>
<s>16/20=59 mod 97<e>
<s>37/80=72 mod 97<e>
<s>39/86=67 mod 97<e>
<s>45/42=8 mod 97<e>
<s>39/74=70 mod 97<e>
<s>51/40=91 mod 97<e>
<s>1/85=8 mod 97<e>
<s>90/30=3 mod 97<e>
<s>14/85=15 mod 97<e>
<s>1/45=69 mod 97<e>
<s>93/56=90 mod 97<e>
<s>17/29=24 mod 97<e>
<s>91/12=48 mod 97<e>
<s>54/77=7 mod 97<e>
<s>24/84=28 mod 97<e>
<s>49/30=76 mod 97<e>
<s>67/66=26 mod 97<e>
<s>95/76=74 mod 97<e>
<s>10/88=42 mod 97<e>
<s>90/86=80 mod 97<e>
<s>12/24=49 mod 97<e>
<s>48/18=35 mod 97<e>
<s>83/14=96 mod 97<e>
<s>52/52=1 mod 97<e>
<s>64/35=24 mod 97<e>
<s>54/38=78 mod 97<e>
<s>92/70=90 mod 97<e>
<s>92/86=71 mod 97<e>
<s>70/79=50 mod 97<e>
<s>70/47=18 mod 97<e>
<s>8/78=20 mod 97<e>
<s>11/48=75 mod 97<e>
<s>39/2=68 mod 97<e>
<s>9/17=69 mod 97<e>
<s>3/7=42 mod 97<e>
<s>7/6=82 mod 97<e>
<s>1/1=1 mod 97<e>
<s>92/54=52 mod 97<e>
<s>20/43=14 mod 97<e>
<s>84/11=87 mod 97<e>
<s>80/34=48 mod 97<e>
<s>78/4=68 mod 97<e>
<s>84/92=22 mod 97<e>
<s>28/24=82 mod 97<e>
<s>39/70=74 mod 97<e>
<s>40/92=89 mod 97<e>
<s>38/78=95 mod 97<e>
<s>62/67=82 mod 97<e>
<s>15/1=15 mod 97<e>
<s>14/24=41 mod 97<e>
<s>80/67=62 mod 97<e>
<s>1/78=51 mod 97<e>
<s>14/29=54 mod 97<e>
<s>54/81=33 mod 97<e>
<s>48/11=22 mod 97<e>
<s>68/32=87 mod 97<e>
<s>65/16=95 mod 97<e>
<s>24/33=36 mod 97<e>
<s>9/11=89 mod 97<e>
<s>51/3=17 mod 97<e>
<s>82/27=21 mod 97<e>
<s>80/7=53 mod 97<e>
<s>16/35=6 mod 97<e>
<s>94/40=46 mod 97<e>
<s>15/26=64 mod 97<e>
<s>55/13=49 mod 97<e>
<s>61/86=65 mod 97<e>
<s>45/10=53 mod 97<e>
<s>16/62=91 mod 97<e>
<s>52/87=53 mod 97<e>
<s>52/27=63 mod 97<e>
<s>33/11=3 mod 97<e>
<s>10/59=61 mod 97<e>
<s>95/23=21 mod 97<e>
<s>83/95=7 mod 97<e>
<s>48/10=63 mod 97<e>
<s>35/79=25 mod 97<e>
<s>84/68=64 mod 97<e>
<s>61/75=81 mod 97<e>
<s>95/57=34 mod 97<e>
<s>13/26=49 mod 97<e>
<s>23/72=34 mod 97<e>
<s>45/16=21 mod 97<e>
<s>43/37=30 mod 97<e>
<s>6/34=23 mod 97<e>
<s>67/61=17 mod 97<e>
<s>4/47=62 mod 97<e>
<s>38/70=92 mod 97<e>
<s>78/7=25 mod 97<e>
<s>47/14=38 mod 97<e>
<s>73/62=9 mod 97<e>
<s>0/3=0 mod 97<e>
<s>80/66=60 mod 97<e>
<s>47/22=33 mod 97<e>
<s>52/39=66 mod 97<e>
<s>84/22=92 mod 97<e>
<s>52/11=40 mod 97<e>
<s>95/32=6 mod 97<e>
<s>77/84=9 mod 97<e>
<s>84/68=64 mod 97<e>
<s>40/84=79 mod 97<e>
<s>45/91=41 mod 97<e>
<s>37/48=23 mod 97<e>
<s>57/18=84 mod 97<e>
<s>47/94=49 mod 97<e>
<s>40/87=93 mod 97<e>
<s>17/41=43 mod 97<e>
<s>55/27=20 mod 97<e>
<s>68/38=12 mod 97<e>
<s>32/63=39 mod 97<e>
<s>47/48=3 mod 97<e>
<s>87/36=59 mod 97<e>
<s>14/29=54 mod 97<e>
<s>69/2=83 mod 97<e>
<s>6/62=22 mod 97<e>
<s>7/8=13 mod 97<e>
<s>9/74=46 mod 97<e>
<s>54/91=88 mod 97<e>
<s>4/6=33 mod 97<e>
<s>64/37=83 mod 97<e>
<s>45/75=20 mod 97<e>
<s>29/6=21 mod 97<e>
<s>68/4=17 mod 97<e>
<s>25/21=52 mod 97<e>
<s>80/49=63 mod 97<e>
<s>71/8=21 mod 97<e>
<s>87/41=66 mod 97<e>
<s>41/84=64 mod 97<e>
<s>51/88=59 mod 97<e>
<s>43/87=83 mod 97<e>
<s>91/59=41 mod 97<e>
<s>96/41=26 mod 97<e>
<s>47/32=53 mod 97<e>
<s>55/19=8 mod 97<e>
<s>44/30=92 mod 97<e>
<s>14/66=59 mod 97<e>
<s>11/26=34 mod 97<e>
<s>69/88=57 mod 97<e>
<s>36/74=87 mod 97<e>
<s>67/82=2 mod 97<e>
<s>48/82=55 mod 97<e>
<s>39/80=89 mod 97<e>
<s>89/25=54 mod 97<e>
<s>87/9=42 mod 97<e>
<s>84/16=78 mod 97<e>
<s>70/66=4 mod 97<e>
<s>9/26=19 mod 97<e>
<s>44/24=18 mod 97<e>
<s>74/25=34 mod 97<e>
<s>88/95=53 mod 97<e>
<s>32/95=81 mod 97<e>
<s>8/35=3 mod 97<e>
<s>84/3=28 mod 97<e>
<s>88/48=18 mod 97<e>
<s>74/75=76 mod 97<e>
<s>33/73=35 mod 97<e>
<s>49/39=51 mod 97<e>
<s>87/73=57 mod 97<e>
<s>82/12=23 mod 97<e>
<s>45/9=5 mod 97<e>
<s>62/23=28 mod 97<e>
<s>70/45=77 mod 97<e>
<s>10/30=65 mod 97<e>
<s>69/9=40 mod 97<e>
<s>83/63=86 mod 97<e>
<s>1/50=33 mod 97<e>
<s>51/81=15 mod 97<e>
<s>6/24=73 mod 97<e>
<s>11/12=9 mod 97<e>
<s>84/77=54 mod 97<e>
<s>68/40=89 mod 97<e>
<s>44/57=28 mod 97<e>
<s>9/41=57 mod 97<e>
<s>26/94=56 mod 97<e>
<s>95/89=73 mod 97<e>
<s>50/78=28 mod 97<e>
<s>47/89=79 mod 97<e>
<s>49/3=81 mod 97<e>
<s>18/22=89 mod 97<e>
<s>61/60=77 mod 97<e>
<s>7/10=88 mod 97<e>
<s>88/72=12 mod 97<e>
<s>70/38=58 mod 97<e>
<s>34/89=20 mod 97<e>
<s>83/43=29 mod 97<e>
<s>16/85=31 mod 97<e>
<s>96/79=27 mod 97<e>
<s>18/35=31 mod 97<e>
<s>13/77=43 mod 97<e>
<s>39/71=47 mod 97<e>
<s>58/35=46 mod 97<e>
<s>6/12=49 mod 97<e>
<s>96/2=48 mod 97<e>
<s>86/39=42 mod 97<e>
<s>64/4=16 mod 97<e>
<s>88/49=79 mod 97<e>
<s>22/72=3 mod 97<e>
<s>22/50=47 mod 97<e>
<s>58/7=36 mod 97<e>
<s>19/73=76 mod 97<e>
<s>1/87=29 mod 97<e>
<s>75/6=61 mod 97<e>
<s>72/3=24 mod 97<e>
<s>23/48=51 mod 97<e>
<s>91/88=33 mod 97<e>
<s>57/83=86 mod 97<e>
<s>53/31=33 mod 97<e>
<s>9/37=92 mod 97<e>
<s>0/12=0 mod 97<e>
<s>0/71=0 mod 97<e>
<s>11/61=94 mod 97<e>
<s>84/20=43 mod 97<e>
<s>85/95=6 mod 97<e>
<s>55/28=47 mod 97<e>
<s>45/91=41 mod 97<e>
<s>67/91=5 mod 97<e>
<s>89/33=85 mod 97<e>
<s>93/62=50 mod 97<e>
<s>9/29=7 mod 97<e>
<s>85/81=25 mod 97<e>
<s>46/41=65 mod 97<e>
<s>57/13=79 mod 97<e>
<s>42/63=33 mod 97<e>
<s>22/24=9 mod 97<e>
<s>70/94=9 mod 97<e>
<s>38/2=19 mod 97<e>
<s>2/60=55 mod 97<e>
<s>73/94=8 mod 97<e>
<s>21/37=53 mod 97<e>
<s>20/60=65 mod 97<e>
<s>18/54=65 mod 97<e>
<s>58/85=76 mod 97<e>
<s>62/10=45 mod 97<e>
<s>23/33=83 mod 97<e>
<s>53/38=55 mod 97<e>
<s>63/96=34 mod 97<e>
<s>80/52=9 mod 97<e>
<s>34/83=53 mod 97<e>
<s>24/83=26 mod 97<e>
<s>0/76=0 mod 97<e>
<s>86/53=73 mod 97<e>
<s>96/39=92 mod 97<e>
<s>2/45=41 mod 97<e>
<s>96/89=85 mod 97<e>
<s>28/90=93 mod 97<e>
<s>16/79=53 mod 97<e>
<s>16/3=70 mod 97<e>
<s>42/54=87 mod 97<e>
<s>96/33=47 mod 97<e>
<s>29/15=86 mod 97<e>
<s>67/54=21 mod 97<e>
<s>90/33=38 mod 97<e>
<s>95/20=29 mod 97<e>
<s>55/52=85 mod 97<e>
<s>91/56=38 mod 97<e>
<s>75/2=86 mod 97<e>
<s>89/7=82 mod 97<e>
<s>30/78=75 mod 97<e>
<s>51/79=78 mod 97<e>
<s>65/44=61 mod 97<e>
<s>61/41=63 mod 97<e>
<s>16/79=53 mod 97<e>
<s>47/87=5 mod 97<e>
<s>90/15=6 mod 97<e>
<s>41/6=23 mod 97<e>
<s>59/13=12 mod 97<e>
<s>52/59=65 mod 97<e>
<s>81/10=76 mod 97<e>
<s>41/52=81 mod 97<e>
<s>57/12=29 mod 97<e>
<s>62/44=94 mod 97<e>
<s>47/68=82 mod 97<e>
<s>1/57=80 mod 97<e>
<s>19/28=18 mod 97<e>
<s>8/3=35 mod 97<e>
<s>93/36=43 mod 97<e>
<s>1/71=41 mod 97<e>
<s>75/59=21 mod 97<e>
<s>84/43=20 mod 97<e>
<s>65/10=55 mod 97<e>
<s>51/70=52 mod 97<e>
<s>11/25=47 mod 97<e>
<s>94/37=34 mod 97<e>
<s>0/22=0 mod 97<e>
<s>12/46=34 mod 97<e>
<s>50/43=35 mod 97<e>
<s>86/44=24 mod 97<e>
<s>4/51=21 mod 97<e>
<s>48/94=81 mod 97<e>
<s>7/86=17 mod 97<e>
<s>1/61=35 mod 97<e>
<s>18/94=91 mod 97<e>
<s>78/23=54 mod 97<e>
<s>78/59=49 mod 97<e>
<s>76/34=65 mod 97<e>
<s>81/44=79 mod 97<e>
<s>11/77=14 mod 97<e>
<s>34/67=70 mod 97<e>
<s>32/42=10 mod 97<e>
<s>77/56=62 mod 97<e>
<s>83/45=4 mod 97<e>
<s>42/17=31 mod 97<e>
<s>87/88=55 mod 97<e>
<s>58/75=15 mod 97<e>
<s>22/33=33 mod 97<e>
<s>66/35=49 mod 97<e>
<s>59/58=93 mod 97<e>
<s>77/93=5 mod 97<e>
<s>84/5=75 mod 97<e>
<s>4/42=74 mod 97<e>
<s>28/35=59 mod 97<e>
<s>50/13=71 mod 97<e>
<s>72/14=19 mod 97<e>
<s>51/63=47 mod 97<e>
<s>6/6=1 mod 97<e>
<s>91/40=92 mod 97<e>
<s>95/4=48 mod 97<e>
<s>88/48=18 mod 97<e>
<s>93/10=19 mod 97<e>
<s>9/90=68 mod 97<e>
<s>65/39=34 mod 97<e>
<s>3/94=96 mod 97<e>
<s>85/91=2 mod 97<e>
<s>80/47=76 mod 97<e>
<s>36/84=42 mod 97<e>
<s>96/35=36 mod 97<e>
<s>21/23=22 mod 97<e>
<s>64/55=77 mod 97<e>
<s>57/16=46 mod 97<e>
<s>66/19=29 mod 97<e>
<s>30/12=51 mod 97<e>
<s>66/17=21 mod 97<e>
<s>11/60=60 mod 97<e>
<s>4/3=66 mod 97<e>
<s>58/1=58 mod 97<e>
<s>68/56=22 mod 97<e>
<s>94/24=12 mod 97<e>
<s>94/37=34 mod 97<e>
<s>43/6=88 mod 97<e>
<s>25/67=80 mod 97<e>
<s>86/50=25 mod 97<e>
