27/58=59 mod 97
12/1=12 mod 97
29/43=30 mod 97
1/9=54 mod 97
3/78=56 mod 97
6/3=2 mod 97
18/55=55 mod 97
10/7=43 mod 97
27/86=24 mod 97
19/78=96 mod 97
15/61=40 mod 97
22/58=84 mod 97
28/44=80 mod 97
10/62=69 mod 97
1/65=3 mod 97
21/32=34 mod 97
5/82=32 mod 97
23/30=4 mod 97
6/20=10 mod 97
0/41=0 mod 97
9/76=55 mod 97
21/31=57 mod 97
20/85=63 mod 97
22/23=60 mod 97
0/88=0 mod 97
13/71=48 mod 97
15/10=50 mod 97
18/68=83 mod 97
27/13=17 mod 97
9/26=19 mod 97
12/53=35 mod 97
7/52=2 mod 97
10/88=42 mod 97
14/40=44 mod 97
30/50=20 mod 97
18/65=54 mod 97
7/19=31 mod 97
18/23=5 mod 97
23/66=90 mod 97
14/93=45 mod 97
16/51=84 mod 97
7/37=50 mod 97
26/6=69 mod 97
2/52=56 mod 97
10/33=15 mod 97
20/53=26 mod 97
20/51=8 mod 97
28/41=48 mod 97
18/91=94 mod 97
10/19=72 mod 97
9/94=94 mod 97
30/36=17 mod 97
15/66=84 mod 97
5/55=53 mod 97
2/60=55 mod 97
28/69=96 mod 97
10/93=46 mod 97
26/9=46 mod 97
12/80=5 mod 97
5/61=78 mod 97
18/49=36 mod 97
22/36=6 mod 97
15/96=82 mod 97
8/75=79 mod 97
27/49=54 mod 97
5/58=72 mod 97
0/22=0 mod 97
15/4=28 mod 97
2/9=11 mod 97
7/91=15 mod 97
2/96=95 mod 97
8/27=47 mod 97
24/19=37 mod 97
22/21=38 mod 97
4/1=4 mod 97
15/51=6 mod 97
8/59=10 mod 97
3/79=16 mod 97
13/20=54 mod 97
6/74=63 mod 97
17/45=9 mod 97
27/5=83 mod 97
20/12=34 mod 97
17/96=80 mod 97
4/47=62 mod 97
6/34=23 mod 97
0/46=0 mod 97
6/18=65 mod 97
14/64=76 mod 97
27/50=18 mod 97
4/17=63 mod 97
15/33=71 mod 97
25/46=87 mod 97
25/9=89 mod 97
15/30=49 mod 97
11/52=17 mod 97
5/53=55 mod 97
27/48=43 mod 97
11/79=91 mod 97
27/20=45 mod 97
4/93=96 mod 97
22/52=34 mod 97
0/37=0 mod 97
12/85=96 mod 97
26/11=20 mod 97
1/87=29 mod 97
29/81=77 mod 97
3/62=11 mod 97
4/63=17 mod 97
20/22=45 mod 97
23/34=72 mod 97
23/93=67 mod 97
0/1=0 mod 97
8/64=85 mod 97
15/79=80 mod 97
20/47=19 mod 97
13/11=10 mod 97
25/80=67 mod 97
21/81=29 mod 97
25/81=53 mod 97
24/65=72 mod 97
11/92=56 mod 97
27/1=27 mod 97
3/32=88 mod 97
11/7=57 mod 97
0/65=0 mod 97
10/95=92 mod 97
29/36=52 mod 97
15/63=88 mod 97
22/45=63 mod 97
21/41=36 mod 97
2/74=21 mod 97
14/84=81 mod 97
30/9=68 mod 97
15/22=58 mod 97
19/8=63 mod 97
24/92=34 mod 97
21/68=16 mod 97
29/59=12 mod 97
24/2=12 mod 97
29/66=46 mod 97
12/58=37 mod 97
21/27=87 mod 97
13/95=42 mod 97
26/4=55 mod 97
11/16=31 mod 97
17/28=11 mod 97
19/51=27 mod 97
23/85=87 mod 97
21/82=18 mod 97
3/59=28 mod 97
14/36=92 mod 97
30/32=7 mod 97
29/96=68 mod 97
11/55=39 mod 97
1/50=33 mod 97
5/54=45 mod 97
23/60=2 mod 97
27/33=89 mod 97
22/82=5 mod 97
7/20=44 mod 97
13/5=22 mod 97
27/25=36 mod 97
27/38=39 mod 97
9/24=61 mod 97
11/20=83 mod 97
1/88=43 mod 97
21/63=65 mod 97
16/4=4 mod 97
8/78=20 mod 97
18/16=86 mod 97
26/74=79 mod 97
11/58=42 mod 97
7/42=81 mod 97
27/7=87 mod 97
23/88=19 mod 97
28/93=90 mod 97
30/95=82 mod 97
0/26=0 mod 97
8/7=15 mod 97
30/46=85 mod 97
12/27=22 mod 97
4/83=69 mod 97
9/49=18 mod 97
12/15=59 mod 97
11/67=74 mod 97
8/85=64 mod 97
15/18=17 mod 97
21/25=28 mod 97
10/87=96 mod 97
0/73=0 mod 97
0/83=0 mod 97
22/95=86 mod 97
28/4=7 mod 97
24/27=44 mod 97
28/16=26 mod 97
23/83=33 mod 97
21/60=44 mod 97
22/6=36 mod 97
16/72=11 mod 97
28/26=16 mod 97
31/20=84 mod 97
3/50=2 mod 97
27/78=19 mod 97
25/53=81 mod 97
17/83=75 mod 97
20/35=56 mod 97
27/84=80 mod 97
21/75=74 mod 97
24/73=96 mod 97
16/1=16 mod 97
26/69=6 mod 97
0/56=0 mod 97
3/89=36 mod 97
16/25=86 mod 97
31/21=80 mod 97
25/45=76 mod 97
26/34=35 mod 97
21/10=70 mod 97
22/44=49 mod 97
0/19=0 mod 97
11/70=93 mod 97
16/59=20 mod 97
30/75=78 mod 97
15/56=2 mod 97
16/38=77 mod 97
8/58=57 mod 97
29/53=28 mod 97
9/83=34 mod 97
19/61=83 mod 97
19/50=45 mod 97
10/54=90 mod 97
4/46=76 mod 97
29/74=62 mod 97
12/21=56 mod 97
3/77=92 mod 97
3/76=83 mod 97
0/21=0 mod 97
26/84=95 mod 97
30/2=15 mod 97
6/53=66 mod 97
19/32=40 mod 97
15/13=31 mod 97
20/24=17 mod 97
27/46=28 mod 97
1/40=17 mod 97
30/80=61 mod 97
27/36=25 mod 97
22/13=39 mod 97
25/72=96 mod 97
16/35=6 mod 97
27/3=9 mod 97
30/14=16 mod 97
21/47=83 mod 97
14/87=18 mod 97
21/16=68 mod 97
28/52=8 mod 97
26/17=70 mod 97
25/31=54 mod 97
23/22=76 mod 97
22/57=14 mod 97
3/46=57 mod 97
8/36=11 mod 97
28/22=63 mod 97
6/33=9 mod 97
25/82=63 mod 97
12/18=33 mod 97
28/56=49 mod 97
27/77=52 mod 97
20/87=95 mod 97
7/79=5 mod 97
14/43=68 mod 97
7/61=51 mod 97
15/85=23 mod 97
5/60=89 mod 97
20/29=91 mod 97
13/23=9 mod 97
26/30=72 mod 97
11/39=55 mod 97
20/4=5 mod 97
6/40=5 mod 97
7/13=8 mod 97
24/16=50 mod 97
16/67=90 mod 97
22/77=28 mod 97
1/53=11 mod 97
4/50=35 mod 97
13/55=2 mod 97
10/34=6 mod 97
20/89=46 mod 97
18/13=76 mod 97
1/24=93 mod 97
2/33=3 mod 97
16/77=38 mod 97
25/40=37 mod 97
22/34=52 mod 97
24/74=58 mod 97
24/43=75 mod 97
31/15=15 mod 97
26/93=42 mod 97
0/35=0 mod 97
12/14=84 mod 97
1/28=52 mod 97
7/38=64 mod 97
2/23=76 mod 97
25/83=19 mod 97
13/10=11 mod 97
26/43=57 mod 97
12/56=21 mod 97
27/75=12 mod 97
17/65=51 mod 97
14/66=59 mod 97
4/22=9 mod 97
26/82=50 mod 97
29/40=8 mod 97
2/81=12 mod 97
2/26=15 mod 97
5/29=47 mod 97
13/28=94 mod 97
6/87=77 mod 97
12/30=78 mod 97
6/70=86 mod 97
19/73=76 mod 97
0/66=0 mod 97
4/15=52 mod 97
8/63=34 mod 97
27/47=79 mod 97
5/49=10 mod 97
25/34=15 mod 97
22/79=85 mod 97
26/71=96 mod 97
11/9=12 mod 97
28/29=11 mod 97
29/82=11 mod 97
12/95=91 mod 97
9/34=83 mod 97
28/31=76 mod 97
29/88=83 mod 97
8/87=38 mod 97
8/71=37 mod 97
7/58=62 mod 97
0/70=0 mod 97
7/56=85 mod 97
2/18=54 mod 97
10/26=75 mod 97
19/1=19 mod 97
27/27=1 mod 97
28/88=40 mod 97
21/11=46 mod 97
17/39=85 mod 97
13/66=34 mod 97
16/6=35 mod 97
26/32=19 mod 97
19/45=50 mod 97
20/15=66 mod 97
12/4=3 mod 97
24/90=52 mod 97
27/17=13 mod 97
16/66=12 mod 97
22/81=35 mod 97
0/12=0 mod 97
4/54=36 mod 97
20/92=93 mod 97
2/45=41 mod 97
14/68=43 mod 97
8/39=40 mod 97
4/48=89 mod 97
29/7=18 mod 97
21/48=55 mod 97
5/81=30 mod 97
15/41=95 mod 97
19/95=39 mod 97
18/12=50 mod 97
4/16=73 mod 97
12/74=29 mod 97
7/43=34 mod 97
24/62=88 mod 97
8/8=1 mod 97
11/5=41 mod 97
15/62=55 mod 97
5/5=1 mod 97
15/29=44 mod 97
2/35=25 mod 97
16/49=32 mod 97
24/51=29 mod 97
13/34=66 mod 97
10/38=36 mod 97
2/83=83 mod 97
11/11=1 mod 97
22/11=2 mod 97
20/86=7 mod 97
6/27=11 mod 97
19/29=4 mod 97
5/17=6 mod 97
24/67=38 mod 97
6/93=47 mod 97
28/96=69 mod 97
19/53=15 mod 97
8/34=63 mod 97
10/48=77 mod 97
16/83=82 mod 97
24/14=71 mod 97
29/19=73 mod 97
28/6=37 mod 97
26/70=17 mod 97
27/88=94 mod 97
21/22=23 mod 97
5/73=20 mod 97
23/68=36 mod 97
2/84=67 mod 97
5/25=39 mod 97
10/17=12 mod 97
8/60=26 mod 97
13/87=86 mod 97
24/31=79 mod 97
20/77=96 mod 97
8/57=58 mod 97
13/14=91 mod 97
16/68=63 mod 97
11/72=50 mod 97
27/53=6 mod 97
5/24=77 mod 97
17/77=4 mod 97
26/31=29 mod 97
3/27=54 mod 97
1/93=24 mod 97
18/11=81 mod 97
20/79=42 mod 97
4/56=7 mod 97
5/89=60 mod 97
25/3=73 mod 97
4/11=18 mod 97
21/69=72 mod 97
17/13=61 mod 97
15/65=45 mod 97
26/16=38 mod 97
